,count
5797,418
5798,70
5799,18
5800,11
5801,16
5802,183
5803,647
5804,67
5805,194
5806,508
5807,278
5808,199
5809,193
5810,236
5811,33
5812,212
5813,273
5814,95
5815,102
5816,28
5817,118
5818,41
5819,340
5820,291
5821,1
5822,61
5823,263
5824,388
5825,4
5826,16
5827,445
5828,152
5829,38
5830,283
5831,154
5832,258
5833,586
5834,365
5835,9
5836,312
5837,139
5838,251
5839,86
5840,129
5841,401
5842,527
5843,80
5844,11
5845,179
5846,392
5847,9
5848,56
5849,312
5850,294
5851,16
5852,201
5853,202
5854,183
5855,225
5856,45
5857,32
5858,319
5859,88
5860,377
5861,503
5862,207
5863,504
5864,382
5865,327
5866,210
5867,280
5868,74
5869,9
5870,37
5871,627
5872,388
5873,303
5874,122
5875,111
5876,13
5877,196
5878,234
5879,138
5880,78
5881,225
5882,46
5883,9
5884,5
5885,6
5886,33
5887,48
5888,2
5889,408
5890,26
5891,398
5892,623
5893,569
5894,114
5895,99
5896,283
5897,20
5898,20
5899,381
5900,214
5901,192
5902,199
5903,178
5904,25
5905,40
5906,121
5907,604
5908,43
5909,111
5910,383
5911,294
5912,33
5913,555
5914,96
5915,19
5916,355
5917,478
5918,38
5919,258
5920,233
5921,56
5922,312
5923,57
5924,12
5925,13
5926,13
5927,177
5928,226
5929,409
5930,46
5931,234
5932,128
5933,15
5934,706
5935,26
5936,168
5937,512
5938,21
5939,527
5940,72
5941,434
5942,772
5943,129
5944,297
5945,627
5946,289
5947,4
5948,111
5949,28
5950,52
5951,259
5952,5
5953,277
5954,190
5955,342
5956,457
5957,9
5958,439
5959,218
5960,31
5961,308
5962,2
5963,646
5964,1
5965,21
5966,98
5967,235
5968,214
5969,731
5970,16
5971,397
5972,13
5973,884
5974,153
5975,595
5976,127
5977,47
5978,153
5979,251
5980,283
5981,59
5982,77
5983,17
5984,8
5985,300
5986,43
5987,108
5988,278
5989,41
5990,4
5991,181
5992,16
5993,6
5994,106
5995,8
5996,622
5997,370
5998,138
5999,3
6000,14
6001,388
6002,173
6003,381
6004,139
6005,237
6006,93
6007,233
6008,111
6009,23
6010,281
6011,5
6012,127
6013,105
6014,112
6015,63
6016,122
6017,10
6018,14
6019,358
6020,265
6021,154
6022,6
6023,97
6024,211
6025,107
6026,248
6027,176
6028,196
6029,88
6030,42
6031,738
6032,154
6033,459
6034,181
6035,51
6036,248
6037,362
6038,135
6039,686
6040,217
6041,260
6042,20
6043,37
6044,170
6045,350
6046,33
6047,254
6048,93
6049,28
6050,33
6051,4
6052,153
6053,213
6054,519
6055,78
6056,10
6057,213
6058,17
6059,6
6060,179
6061,14
6062,518
6063,73
6064,89
6065,134
6066,43
6067,16
6068,372
6069,310
6070,51
6071,203
6072,15
6073,6
6074,8
6075,141
6076,198
6077,316
6078,125
6079,644
6080,195
6081,192
6082,42
6083,569
6084,570
6085,123
6086,27
6087,150
6088,15
6089,110
6090,230
6091,428
6092,813
6093,370
6094,254
6095,325
6096,66
6097,339
6098,243
6099,94
6100,99
6101,9
6102,427
6103,8
6104,657
6105,14
6106,77
6107,7
6108,248
6109,865
6110,362
6111,24
6112,620
6113,7
6114,207
6115,175
6116,251
6117,245
6118,644
6119,232
6120,52
6121,128
6122,478
6123,275
6124,86
6125,166
6126,72
6127,232
6128,407
6129,613
6130,422
6131,22
6132,119
6133,488
6134,479
6135,123
6136,328
6137,205
6138,10
6139,134
6140,366
6141,476
6142,209
6143,58
6144,9
6145,285
6146,455
6147,200
6148,230
6149,445
6150,518
6151,46
6152,127
6153,181
6154,218
6155,5
6156,689
6157,715
6158,277
6159,21
6160,109
6161,16
6162,205
6163,214
6164,174
6165,294
6166,514
6167,223
6168,130
6169,197
6170,26
6171,369
6172,377
6173,46
6174,21
6175,120
6176,308
6177,305
6178,190
6179,854
6180,128
6181,116
6182,104
6183,17
6184,433
6185,4
6186,138
6187,11
6188,2
6189,5
6190,74
6191,16
6192,113
6193,67
6194,202
6195,312
6196,427
6197,13
6198,331
6199,5
6200,259
6201,6
6202,479
6203,12
6204,45
6205,184
6206,69
6207,24
6208,264
6209,150
6210,194
6211,295
6212,391
6213,235
6214,165
6215,312
6216,491
6217,270
6218,282
6219,458
6220,30
6221,248
6222,46
6223,16
6224,239
6225,107
6226,641
6227,77
6228,363
6229,253
6230,8
6231,35
6232,41
6233,16
6234,11
6235,2
6236,2
6237,6
6238,45
6239,2
6240,107
6241,99
6242,9
6243,357
6244,281
6245,549
6246,155
6247,77
6248,236
6249,338
6250,15
6251,42
6252,220
6253,11
6254,640
6255,440
6256,133
6257,198
6258,562
6259,23
6260,41
6261,78
6262,213
6263,2
6264,265
6265,190
6266,349
6267,26
6268,63
6269,264
6270,189
6271,315
6272,68
6273,6
6274,278
6275,282
6276,8
6277,231
6278,9
6279,103
6280,395
6281,227
6282,93
6283,251
6284,51
6285,173
6286,45
6287,1
6288,133
6289,121
6290,83
6291,16
6292,126
6293,130
6294,41
6295,9
6296,31
6297,12
6298,7
6299,21
6300,159
6301,39
6302,114
6303,69
6304,81
6305,246
6306,701
6307,460
6308,287
6309,323
6310,46
6311,597
6312,95
6313,437
6314,54
6315,1
6316,619
6317,245
6318,123
6319,159
6320,166
6321,466
6322,33
6323,283
6324,512
6325,33
6326,485
6327,125
6328,71
6329,56
6330,200
6331,147
6332,27
6333,148
6334,468
6335,165
6336,212
6337,181
6338,109
6339,618
6340,89
6341,542
6342,167
6343,228
6344,810
6345,748
6346,21
6347,280
6348,2
6349,213
6350,230
6351,85
6352,357
6353,385
6354,274
6355,55
6356,11
6357,496
6358,105
6359,126
6360,178
6361,5
6362,134
6363,64
6364,205
6365,404
6366,128
6367,52
6368,337
6369,240
6370,102
6371,161
6372,174
6373,233
6374,332
6375,73
6376,164
6377,5
6378,112
6379,116
6380,17
6381,190
6382,327
6383,256
6384,204
6385,73
6386,84
6387,385
6388,107
6389,7
6390,591
6391,4
6392,124
6393,673
6394,341
6395,79
6396,50
6397,42
6398,29
6399,369
6400,263
6401,123
6402,270
6403,69
6404,244
6405,540
6406,296
6407,770
6408,219
6409,683
6410,75
6411,277
6412,69
6413,9
6414,8
6415,8
6416,5
6417,150
6418,126
6419,112
6420,1
6421,4
6422,107
6423,244
6424,354
6425,344
6426,87
6427,12
6428,170
6429,184
6430,144
6431,565
6432,182
6433,26
6434,363
6435,108
6436,435
6437,191
6438,275
6439,106
6440,1
6441,283
6442,321
6443,359
6444,377
6445,275
6446,140
6447,233
6448,68
6449,59
6450,50
6451,41
6452,1
6453,12
6454,211
6455,498
6456,5
6457,162
6458,44
6459,376
6460,77
6461,160
6462,70
6463,108
6464,337
6465,480
6466,94
6467,16
6468,133
6469,111
6470,185
6471,8
6472,12
6473,3
6474,18
6475,261
6476,269
6477,232
6478,495
6479,6
6480,9
6481,284
6482,114
6483,31
6484,164
6485,354
6486,10
6487,8
6488,162
6489,29
6490,164
6491,237
6492,274
6493,25
6494,39
6495,39
6496,24
6497,42
6498,1
6499,158
6500,7
6501,11
6502,349
6503,495
6504,320
6505,112
6506,141
6507,388
6508,386
6509,17
6510,361
6511,8
6512,7
6513,20
6514,516
6515,189
6516,260
6517,119
6518,95
6519,244
6520,94
6521,10
6522,81
6523,384
6524,91
6525,242
6526,777
6527,34
6528,47
6529,15
6530,1
6531,6
6532,9
6533,9
6534,33
6535,81
6536,276
6537,2
6538,156
6539,411
6540,191
6541,18
6542,64
6543,238
6544,223
6545,41
6546,285
6547,284
6548,352
6549,62
6550,237
6551,25
6552,48
6553,224
6554,10
6555,139
6556,782
6557,417
6558,31
6559,205
6560,40
6561,51
6562,20
6563,500
6564,448
6565,32
6566,737
6567,226
6568,398
6569,5
6570,285
6571,3
6572,101
6573,151
6574,102
6575,17
6576,27
6577,107
6578,164
6579,242
6580,70
6581,101
6582,282
6583,89
6584,5
6585,47
6586,184
6587,317
6588,4
6589,4
6590,617
6591,495
6592,315
6593,339
6594,229
6595,162
6596,10
6597,97
6598,17
6599,36
6600,239
6601,102
6602,281
6603,543
6604,155
6605,66
6606,220
6607,259
6608,128
6609,482
6610,108
6611,559
6612,60
6613,95
6614,4
6615,22
6616,140
6617,84
6618,498
6619,78
6620,734
6621,168
6622,69
6623,897
6624,37
6625,119
6626,58
6627,220
6628,717
6629,80
6630,43
6631,5
6632,179
6633,118
6634,205
6635,373
6636,65
6637,114
6638,379
6639,166
6640,232
6641,38
6642,24
6643,101
6644,563
6645,7
6646,74
6647,470
6648,361
6649,14
6650,585
6651,193
6652,489
6653,196
6654,149
6655,6
6656,4
6657,152
6658,235
6659,339
6660,591
6661,43
6662,71
6663,126
6664,86
6665,85
6666,120
6667,310
6668,375
6669,514
6670,571
6671,166
6672,54
6673,348
6674,111
6675,53
6676,259
6677,7
6678,106
6679,5
6680,30
6681,130
6682,58
6683,29
6684,62
6685,228
6686,155
6687,172
6688,34
6689,365
6690,162
6691,43
6692,23
6693,354
6694,163
6695,11
6696,14
6697,28
6698,208
6699,155
6700,43
6701,23
6702,514
6703,122
6704,306
6705,291
6706,384
6707,121
6708,91
6709,252
6710,24
6711,14
6712,211
6713,32
6714,14
6715,320
6716,301
6717,381
6718,147
6719,16
6720,585
6721,31
6722,551
6723,159
6724,2
6725,90
6726,28
6727,514
6728,578
6729,19
6730,500
6731,396
6732,223
6733,106
6734,112
6735,25
6736,2
6737,430
6738,7
6739,256
6740,50
6741,171
6742,412
6743,291
6744,70
6745,173
6746,142
6747,347
6748,139
6749,64
6750,90
6751,56
6752,360
6753,581
6754,11
6755,119
6756,285
6757,255
6758,260
6759,201
6760,162
6761,70
6762,502
6763,159
6764,39
6765,72
6766,50
6767,304
6768,175
6769,184
6770,172
6771,129
6772,504
6773,7
6774,315
6775,89
6776,397
6777,396
6778,2
6779,351
6780,6
6781,43
6782,785
6783,190
6784,385
6785,178
6786,95
6787,210
6788,215
6789,377
6790,14
6791,479
6792,724
6793,178
6794,210
6795,446
6796,179
6797,513
6798,2
6799,421
6800,58
6801,178
6802,287
6803,234
6804,5
6805,158
6806,268
6807,492
6808,411
6809,30
6810,137
6811,373
6812,177
6813,328
6814,11
6815,410
6816,6
6817,56
6818,132
6819,196
6820,489
6821,461
6822,11
6823,176
6824,150
6825,387
6826,87
6827,239
6828,72
6829,46
6830,114
6831,26
6832,86
6833,274
6834,76
6835,379
6836,20
6837,170
6838,338
6839,138
6840,152
6841,453
6842,40
6843,149
6844,361
6845,449
6846,506
6847,62
6848,6
6849,107
6850,185
6851,30
6852,13
6853,834
6854,217
6855,672
6856,336
6857,412
6858,92
6859,242
6860,10
6861,141
6862,318
6863,79
6864,2
6865,454
6866,393
6867,12
6868,249
6869,74
6870,332
6871,324
6872,402
6873,124
6874,384
6875,330
6876,165
6877,332
6878,200
6879,118
6880,411
6881,241
6882,407
6883,89
6884,283
6885,1
6886,468
6887,10
6888,84
6889,292
6890,440
6891,19
6892,319
6893,148
6894,347
6895,447
6896,5
6897,15
6898,507
6899,36
6900,14
6901,374
6902,72
6903,88
6904,6
6905,4
6906,367
6907,17
6908,98
6909,846
6910,87
6911,1
6912,78
6913,33
6914,21
6915,351
6916,167
6917,39
6918,446
6919,64
6920,4
6921,319
6922,218
6923,31
6924,66
6925,75
6926,367
6927,249
6928,21
6929,654
6930,133
6931,377
6932,334
6933,207
6934,138
6935,251
6936,435
6937,457
6938,292
6939,385
6940,475
6941,447
6942,8
6943,567
6944,392
6945,38
6946,148
6947,270
6948,46
6949,14
6950,470
6951,3
6952,270
6953,387
6954,83
6955,216
6956,95
6957,134
6958,180
6959,781
6960,293
6961,85
6962,142
6963,36
6964,23
6965,11
6966,360
6967,212
6968,423
6969,25
6970,7
6971,191
6972,2
6973,277
6974,41
6975,25
6976,1
6977,274
6978,16
6979,233
6980,89
6981,156
6982,295
6983,363
6984,303
6985,8
6986,306
6987,322
6988,5
6989,33
6990,288
6991,21
6992,402
6993,124
6994,302
6995,327
6996,509
6997,379
6998,73
6999,10
7000,76
7001,292
7002,292
7003,207
7004,248
7005,54
7006,138
7007,347
7008,140
7009,167
7010,274
7011,199
7012,446
7013,255
7014,88
7015,161
7016,326
7017,797
7018,62
7019,78
7020,573
7021,16
7022,75
7023,282
7024,4
7025,321
7026,266
7027,183
7028,120
7029,667
7030,28
7031,8
7032,3
7033,446
7034,88
7035,269
7036,74
7037,157
7038,5
7039,430
7040,186
7041,87
7042,375
7043,10
7044,193
7045,688
7046,176
7047,5
7048,68
7049,52
7050,103
7051,383
7052,89
7053,632
7054,5
7055,150
7056,26
7057,226
7058,555
7059,2
7060,27
7061,143
7062,219
7063,18
7064,48
7065,107
7066,77
7067,284
7068,16
7069,202
7070,30
7071,231
7072,46
7073,228
7074,125
7075,140
7076,121
7077,372
7078,237
7079,9
7080,274
7081,154
7082,239
7083,19
7084,24
7085,568
7086,148
7087,122
7088,288
7089,13
7090,15
7091,583
7092,643
7093,60
7094,81
7095,52
7096,306
7097,65
7098,305
7099,102
7100,16
7101,5
7102,36
7103,560
7104,422
7105,232
7106,342
7107,410
7108,311
7109,3
7110,18
7111,216
7112,10
7113,229
7114,115
7115,264
7116,347
7117,59
7118,238
7119,14
7120,119
7121,34
7122,25
7123,53
7124,100
7125,500
7126,27
7127,84
7128,300
7129,163
7130,205
7131,6
7132,14
7133,76
7134,111
7135,86
7136,159
7137,448
7138,409
7139,547
7140,57
7141,179
7142,2
7143,29
7144,50
7145,86
7146,698
7147,84
7148,2
7149,45
7150,10
7151,247
7152,579
7153,686
7154,113
7155,77
7156,24
7157,119
7158,343
7159,116
7160,129
7161,23
7162,20
7163,207
7164,69
7165,21
7166,4
7167,259
7168,489
7169,70
7170,71
7171,94
7172,331
7173,108
7174,78
7175,149
7176,337
7177,38
7178,673
7179,129
7180,90
7181,139
7182,53
7183,317
7184,419
7185,4
7186,13
7187,121
7188,101
7189,222
7190,18
7191,3
7192,295
7193,429
7194,274
7195,184
7196,267
7197,626
7198,311
7199,117
7200,55
7201,3
7202,10
7203,4
7204,100
7205,339
7206,416
7207,89
7208,247
7209,198
7210,256
7211,191
7212,79
7213,48
7214,34
7215,6
7216,25
7217,378
7218,159
7219,94
7220,377
7221,552
7222,2
7223,24
7224,679
7225,127
7226,3
7227,224
7228,28
7229,596
7230,355
7231,18
7232,163
7233,228
7234,136
7235,11
7236,65
7237,239
7238,527
7239,120
7240,216
7241,168
7242,212
7243,54
7244,651
7245,15
7246,58
7247,442
7248,280
7249,397
7250,292
7251,5
7252,159
7253,58
7254,12
7255,45
7256,241
7257,45
7258,432
7259,205
7260,287
7261,434
7262,327
7263,473
7264,272
7265,26
7266,2
7267,307
7268,80
7269,395
7270,12
7271,210
7272,1
7273,224
7274,104
7275,22
7276,76
7277,330
7278,629
7279,28
7280,24
7281,150
7282,178
7283,120
7284,197
7285,130
7286,7
7287,251
7288,362
7289,210
7290,396
7291,188
7292,3
7293,78
7294,185
7295,113
7296,268
7297,651
7298,79
7299,242
7300,128
7301,212
7302,18
7303,244
7304,59
7305,387
7306,72
7307,425
7308,9
7309,29
7310,59
7311,868
7312,311
7313,113
7314,89
7315,386
7316,559
7317,143
7318,93
7319,420
7320,216
7321,18
7322,319
7323,69
7324,343
7325,258
7326,108
7327,234
7328,585
7329,172
7330,268
7331,145
7332,33
7333,31
7334,343
7335,17
7336,99
7337,322
7338,125
7339,526
7340,44
7341,88
7342,5
7343,93
7344,29
7345,405
7346,355
7347,309
7348,250
7349,361
7350,105
7351,6
7352,276
7353,21
7354,788
7355,107
7356,183
7357,31
7358,75
7359,32
7360,265
7361,184
7362,708
7363,170
7364,146
7365,250
7366,304
7367,385
7368,74
7369,191
7370,14
7371,133
7372,192
7373,282
7374,817
7375,22
7376,642
7377,184
7378,43
7379,3
7380,541
7381,300
7382,5
7383,216
7384,450
7385,64
7386,142
7387,20
7388,10
7389,144
7390,219
7391,61
7392,20
7393,186
7394,4
7395,370
7396,36
7397,23
7398,235
7399,46
7400,480
7401,536
7402,335
7403,480
7404,28
7405,3
7406,161
7407,49
7408,500
7409,206
7410,2
7411,260
7412,643
7413,179
7414,288
7415,12
7416,164
7417,13
7418,209
7419,300
7420,276
7421,23
7422,240
7423,6
7424,485
7425,107
7426,410
7427,176
7428,593
7429,319
7430,292
7431,57
7432,181
7433,71
7434,300
7435,95
7436,478
7437,35
7438,205
7439,421
7440,93
7441,133
7442,79
7443,7
7444,2
7445,272
7446,112
7447,3
7448,268
7449,26
7450,5
7451,295
7452,224
7453,229
7454,82
7455,356
7456,181
7457,40
7458,112
7459,43
7460,83
7461,80
7462,691
7463,9
7464,62
7465,5
7466,232
7467,396
7468,310
7469,124
7470,301
7471,372
7472,56
7473,274
7474,638
7475,11
7476,25
7477,217
7478,16
7479,254
7480,229
7481,14
7482,517
7483,217
7484,23
7485,7
7486,2
7487,21
7488,124
7489,45
7490,284
7491,22
7492,436
7493,8
7494,108
7495,377
7496,48
7497,64
7498,23
7499,179
7500,203
7501,106
7502,60
7503,9
7504,25
7505,60
7506,209
7507,205
7508,21
7509,7
7510,32
7511,214
7512,12
7513,12
7514,459
7515,122
7516,421
7517,292
7518,282
7519,321
7520,209
7521,93
7522,24
7523,195
7524,178
7525,3
7526,2
7527,403
7528,106
7529,40
7530,195
7531,4
7532,191
7533,167
7534,294
7535,112
7536,337
7537,1
7538,222
7539,19
7540,191
7541,157
7542,1
7543,163
7544,501
7545,201
7546,668
7547,362
7548,145
7549,406
7550,1
7551,560
7552,308
7553,256
7554,4
7555,89
7556,173
7557,211
7558,199
7559,144
7560,51
7561,363
7562,258
7563,371
7564,5
7565,263
7566,388
7567,221
7568,470
7569,4
7570,604
7571,439
7572,222
7573,766
7574,547
7575,332
7576,165
7577,279
7578,25
7579,71
7580,37
7581,442
7582,362
7583,309
7584,14
7585,140
7586,167
7587,16
7588,287
7589,601
7590,1
7591,8
7592,560
7593,22
7594,511
7595,5
7596,120
7597,36
7598,459
7599,452
7600,306
7601,11
7602,244
7603,3
7604,6
7605,313
7606,453
7607,150
7608,34
7609,140
7610,11
7611,119
7612,14
7613,3
7614,6
7615,150
7616,291
7617,507
7618,8
7619,386
7620,5
7621,292
7622,14
7623,479
7624,246
7625,28
7626,36
7627,4
7628,537
7629,64
7630,31
7631,179
7632,253
7633,280
7634,410
7635,9
7636,92
7637,471
7638,38
7639,22
7640,217
7641,134
7642,48
7643,21
7644,304
7645,123
7646,165
7647,47
7648,78
7649,55
7650,136
7651,14
7652,306
7653,160
7654,271
7655,125
7656,264
7657,564
7658,7
7659,151
7660,220
7661,258
7662,139
7663,67
7664,203
7665,353
7666,367
7667,47
7668,347
7669,368
7670,76
7671,300
7672,8
7673,149
7674,301
7675,8
7676,132
7677,13
7678,41
7679,5
7680,265
7681,671
7682,228
7683,44
7684,144
7685,323
7686,359
7687,11
7688,16
7689,11
7690,9
7691,4
7692,107
7693,114
7694,99
7695,3
7696,386
7697,32
7698,2
7699,218
7700,96
7701,637
7702,374
7703,38
7704,385
7705,166
7706,60
7707,67
7708,23
7709,205
7710,229
7711,71
7712,255
7713,147
7714,16
7715,26
7716,4
7717,11
7718,373
7719,3
7720,204
7721,31
7722,102
7723,55
7724,17
7725,8
7726,2
7727,230
7728,179
7729,195
7730,30
7731,247
7732,162
7733,117
7734,235
7735,276
7736,86
7737,71
7738,47
7739,272
7740,218
7741,7
7742,166
7743,4
7744,44
7745,360
7746,286
7747,133
7748,199
7749,8
7750,294
7751,11
7752,48
7753,240
7754,79
7755,5
7756,561
7757,10
7758,563
7759,503
7760,194
7761,2
7762,65
7763,29
7764,80
7765,164
7766,206
7767,1
7768,75
7769,220
7770,13
7771,337
7772,342
7773,17
7774,4
7775,33
7776,275
7777,286
7778,158
7779,3
7780,14
7781,345
7782,29
7783,693
7784,213
7785,571
7786,205
7787,444
7788,5
7789,202
7790,151
7791,224
7792,145
7793,7
7794,352
7795,236
7796,103
7797,276
7798,523
7799,154
7800,272
7801,72
7802,284
7803,49
7804,24
7805,98
7806,197
7807,110
7808,593
7809,1
7810,123
7811,187
7812,272
7813,334
7814,5
7815,44
7816,33
7817,45
7818,305
7819,180
7820,83
7821,27
7822,235
7823,4
7824,181
7825,353
7826,147
7827,390
7828,151
7829,31
7830,176
7831,258
7832,15
7833,260
7834,1
7835,5
7836,3
7837,114
7838,12
7839,48
7840,14
7841,130
7842,3
7843,248
7844,260
7845,2
7846,331
7847,656
7848,9
7849,272
7850,195
7851,346
7852,642
7853,488
7854,255
7855,256
7856,458
7857,127
7858,31
7859,74
7860,285
7861,264
7862,6
7863,74
7864,31
7865,291
7866,1
7867,421
7868,467
7869,198
7870,7
7871,211
7872,123
7873,97
7874,154
7875,713
7876,5
7877,399
7878,207
7879,68
7880,615
7881,188
7882,363
7883,83
7884,165
7885,328
7886,276
7887,330
7888,138
7889,88
7890,2
7891,143
7892,127
7893,67
7894,264
7895,71
7896,137
7897,355
7898,112
7899,384
7900,106
7901,145
7902,190
7903,239
7904,29
7905,769
7906,266
7907,275
7908,130
7909,172
7910,93
7911,297
7912,29
7913,417
7914,300
7915,81
7916,19
7917,412
7918,63
7919,723
7920,4
7921,177
7922,117
7923,334
7924,32
7925,25
7926,390
7927,194
7928,122
7929,517
7930,6
7931,17
7932,250
7933,304
7934,687
7935,77
7936,32
7937,15
7938,165
7939,170
7940,373
7941,322
7942,352
7943,28
7944,1
7945,115
7946,16
7947,83
7948,187
7949,10
7950,396
7951,185
7952,143
7953,266
7954,294
7955,62
7956,5
7957,177
7958,383
7959,215
7960,179
7961,31
7962,187
7963,241
7964,85
7965,23
7966,1
7967,420
7968,31
7969,108
7970,505
7971,84
7972,155
7973,3
7974,729
7975,2
7976,3
7977,204
7978,509
7979,1
7980,4
7981,237
7982,322
7983,1
7984,246
7985,2
7986,72
7987,2
7988,166
7989,118
7990,203
7991,159
7992,176
7993,6
7994,124
7995,286
7996,13
7997,350
7998,74
7999,32
8000,653
8001,164
8002,13
8003,4
8004,106
8005,200
8006,32
8007,11
8008,143
8009,229
8010,119
8011,234
8012,7
8013,108
8014,16
8015,54
8016,118
8017,276
8018,100
8019,75
8020,3
8021,14
8022,18
8023,9
8024,9
8025,5
8026,106
8027,602
8028,343
8029,182
8030,41
8031,4
8032,21
8033,20
8034,16
8035,363
8036,46
8037,80
8038,7
8039,6
8040,134
8041,108
8042,145
8043,171
8044,3
8045,33
8046,349
8047,36
8048,4
8049,25
8050,105
8051,14
8052,171
8053,25
8054,102
8055,443
8056,308
8057,539
8058,60
8059,185
8060,21
8061,4
8062,51
8063,30
8064,203
8065,126
8066,188
8067,153
8068,110
8069,276
8070,107
8071,488
8072,17
8073,202
8074,12
8075,153
8076,233
8077,729
8078,3
8079,794
8080,13
8081,366
8082,19
8083,120
8084,139
8085,11
8086,340
8087,159
8088,63
8089,341
8090,5
8091,25
8092,79
8093,744
8094,19
8095,194
8096,45
8097,338
8098,2
8099,168
8100,6
8101,391
8102,54
8103,35
8104,100
8105,32
8106,206
8107,113
8108,35
8109,14
8110,245
8111,5
8112,104
8113,585
8114,325
8115,411
8116,277
8117,825
8118,382
8119,32
8120,858
8121,8
8122,135
8123,324
8124,4
8125,6
8126,222
8127,125
8128,702
8129,32
8130,6
8131,6
8132,284
8133,1
8134,120
8135,725
8136,181
8137,29
8138,210
8139,169
8140,496
8141,263
8142,303
8143,108
8144,168
8145,1
8146,184
8147,357
8148,280
8149,314
8150,234
8151,301
8152,57
8153,14
8154,35
8155,445
8156,377
8157,64
8158,226
8159,38
8160,149
8161,234
8162,22
8163,358
